Word,FREQcount,CDcount,FREQlow,Cdlow,SUBTLWF,SUBTLCD,Lg10WF,Lg10CD
prawns,14,10,12,9,0.27,0.12,1.1761,1.0414
Praxis,11,2,1,1,0.22,0.02,1.0792,0.4771
pray,1847,1081,1628,1006,36.22,12.89,3.2667,3.0342
prayed,238,198,234,195,4.67,2.36,2.3784,2.2989
prayer,805,564,752,537,15.78,6.72,2.9063,2.752
prayers,485,384,470,373,9.51,4.58,2.6866,2.5855
praying,520,386,473,360,10.2,4.6,2.7168,2.5877
prays,51,41,47,37,1,0.49,1.716,1.6232
pre,20,16,18,14,0.39,0.19,1.3222,1.2304
preach,122,82,99,72,2.39,0.98,2.0899,1.9191
preached,32,28,32,28,0.63,0.33,1.5185,1.4624
preacher,342,145,287,140,6.71,1.73,2.5353,2.1644
preachers,26,19,25,19,0.51,0.23,1.4314,1.301
preaches,13,12,13,12,0.25,0.14,1.1461,1.1139
preaching,106,92,97,83,2.08,1.1,2.0294,1.9685
preachy,9,9,9,9,0.18,0.11,1,1
preadolescent,4,4,4,4,0.08,0.05,0.699,0.699
preamble,16,14,16,14,0.31,0.17,1.2304,1.1761
preapproved,3,3,2,2,0.06,0.04,0.6021,0.6021
prearrange,2,2,2,2,0.04,0.02,0.4771,0.4771
prearranged,16,16,15,15,0.31,0.19,1.2304,1.2304
prearrangement,2,2,2,2,0.04,0.02,0.4771,0.4771
preassigned,2,2,2,2,0.04,0.02,0.4771,0.4771
precarious,20,19,18,18,0.39,0.23,1.3222,1.301
precariously,5,5,5,5,0.1,0.06,0.7782,0.7782
precaution,174,156,173,155,3.41,1.86,2.243,2.1959
precautionary,33,28,30,27,0.65,0.33,1.5315,1.4624
precautions,127,109,125,108,2.49,1.3,2.1072,2.0414
precede,14,14,13,13,0.27,0.17,1.1761,1.1761
preceded,30,28,28,26,0.59,0.33,1.4914,1.4624
precedence,27,26,27,26,0.53,0.31,1.4472,1.4314
precedent,127,103,126,102,2.49,1.23,2.1072,2.017
precedents,11,11,11,11,0.22,0.13,1.0792,1.0792
precedes,44,42,44,42,0.86,0.5,1.6532,1.6335
preceding,34,25,33,24,0.67,0.3,1.5441,1.415
precentral,2,1,2,1,0.04,0.01,0.4771,0.301
precept,7,7,7,7,0.14,0.08,0.9031,0.9031
preceptor,5,1,5,1,0.1,0.01,0.7782,0.301
precepts,7,7,7,7,0.14,0.08,0.9031,0.9031
precinct,374,213,279,170,7.33,2.54,2.574,2.3304
precincts,24,19,24,19,0.47,0.23,1.3979,1.301
precious,1191,817,1060,782,23.35,9.74,3.0763,2.9128
preciously,5,4,3,3,0.1,0.05,0.7782,0.699
preciousness,2,2,2,2,0.04,0.02,0.4771,0.4771
precipice,25,22,25,22,0.49,0.26,1.415,1.3617
precipitate,6,6,6,6,0.12,0.07,0.8451,0.8451
precipitated,12,12,12,12,0.24,0.14,1.1139,1.1139
precipitating,8,8,7,7,0.16,0.1,0.9542,0.9542
precipitation,15,13,14,13,0.29,0.15,1.2041,1.1461
precipitous,6,6,6,6,0.12,0.07,0.8451,0.8451
precipitously,5,5,5,5,0.1,0.06,0.7782,0.7782
precise,265,235,256,229,5.2,2.8,2.4249,2.3729
precisely,611,483,376,322,11.98,5.76,2.7868,2.6848
precision,150,117,142,115,2.94,1.39,2.179,2.0719
preciso,2,1,2,1,0.04,0.01,0.4771,0.301
preclude,15,14,15,14,0.29,0.17,1.2041,1.1761
precludes,15,14,15,14,0.29,0.17,1.2041,1.1761
precocious,24,22,23,21,0.47,0.26,1.3979,1.3617
precocity,3,3,3,3,0.06,0.04,0.6021,0.6021
precognition,8,6,5,4,0.16,0.07,0.9542,0.8451
precognitive,2,2,2,2,0.04,0.02,0.4771,0.4771
preconceived,16,16,16,16,0.31,0.19,1.2304,1.2304
preconceptions,17,9,13,9,0.33,0.11,1.2553,1
precondition,4,3,4,3,0.08,0.04,0.699,0.6021
preconscious,2,2,2,2,0.04,0.02,0.4771,0.4771
precursor,7,7,7,7,0.14,0.08,0.9031,0.9031
precursors,5,5,5,5,0.1,0.06,0.7782,0.7782
predate,2,2,2,2,0.04,0.02,0.4771,0.4771
predated,3,3,3,3,0.06,0.04,0.6021,0.6021
predation,7,7,6,6,0.14,0.08,0.9031,0.9031
predator,134,102,122,94,2.63,1.22,2.1303,2.0128
predators,95,74,88,69,1.86,0.88,1.9823,1.8751
predatory,32,28,29,26,0.63,0.33,1.5185,1.4624
predawn,3,3,3,3,0.06,0.04,0.6021,0.6021
predecessor,47,41,45,41,0.92,0.49,1.6812,1.6232
predecessors,25,22,25,22,0.49,0.26,1.415,1.3617
predestination,2,2,2,2,0.04,0.02,0.4771,0.4771
predestined,13,11,13,11,0.25,0.13,1.1461,1.0792
predetermined,17,15,17,15,0.33,0.18,1.2553,1.2041
predicament,100,95,100,95,1.96,1.13,2.0043,1.9823
predicaments,2,2,2,2,0.04,0.02,0.4771,0.4771
predicated,16,15,16,15,0.31,0.18,1.2304,1.2041
predication,2,2,2,2,0.04,0.02,0.4771,0.4771
predict,203,179,202,178,3.98,2.13,2.3096,2.2553
predictability,5,4,3,3,0.1,0.05,0.7782,0.699
predictable,154,132,147,127,3.02,1.57,2.1903,2.1239
predictably,6,6,6,6,0.12,0.07,0.8451,0.8451
predicted,143,130,140,129,2.8,1.55,2.1584,2.1173
predicting,36,33,35,32,0.71,0.39,1.5682,1.5315
prediction,66,46,60,43,1.29,0.55,1.8261,1.6721
predictions,42,36,42,36,0.82,0.43,1.6335,1.5682
predictive,9,9,7,7,0.18,0.11,1,1
predictor,3,3,3,3,0.06,0.04,0.6021,0.6021
predicts,36,25,34,24,0.71,0.3,1.5682,1.415
predigest,2,2,2,2,0.04,0.02,0.4771,0.4771
predilection,13,10,10,10,0.25,0.12,1.1461,1.0414
predilections,7,5,7,5,0.14,0.06,0.9031,0.7782
predisposed,14,13,14,13,0.27,0.15,1.1761,1.1461
predisposes,2,2,2,2,0.04,0.02,0.4771,0.4771
predisposition,12,12,12,12,0.24,0.14,1.1139,1.1139
predispositions,3,3,3,3,0.06,0.04,0.6021,0.6021
prednisone,10,8,5,4,0.2,0.1,1.0414,0.9542
predominance,2,2,2,2,0.04,0.02,0.4771,0.4771
predominant,7,7,7,7,0.14,0.08,0.9031,0.9031
predominantly,19,15,18,14,0.37,0.18,1.301,1.2041
predominate,3,3,3,3,0.06,0.04,0.6021,0.6021
predominately,9,7,9,7,0.18,0.08,1,0.9031
predominates,2,2,2,2,0.04,0.02,0.4771,0.4771
pree,4,2,2,1,0.08,0.02,0.699,0.4771
Preed,17,1,0,0,0.33,0.01,1.2553,0.301
preemie,9,8,9,8,0.18,0.1,1,0.9542
preemies,3,3,3,3,0.06,0.04,0.6021,0.6021
preeminence,3,3,3,3,0.06,0.04,0.6021,0.6021
preeminent,9,8,8,7,0.18,0.1,1,0.9542
preempt,13,13,10,10,0.25,0.15,1.1461,1.1461
preempted,5,5,5,5,0.1,0.06,0.7782,0.7782
preemption,5,3,5,3,0.1,0.04,0.7782,0.6021
preemptive,44,32,42,31,0.86,0.38,1.6532,1.5185
preemptively,8,8,8,8,0.16,0.1,0.9542,0.9542
Preemptory,3,1,0,0,0.06,0.01,0.6021,0.301
preen,3,3,3,3,0.06,0.04,0.6021,0.6021
preening,5,5,5,5,0.1,0.06,0.7782,0.7782
preexisting,9,9,9,9,0.18,0.11,1,1
prefab,9,7,8,6,0.18,0.08,1,0.9031
prefabricated,4,4,4,4,0.08,0.05,0.699,0.699
preface,28,24,28,24,0.55,0.29,1.4624,1.3979
prefaced,2,2,2,2,0.04,0.02,0.4771,0.4771
prefaces,2,2,2,2,0.04,0.02,0.4771,0.4771
prefect,41,17,28,14,0.8,0.2,1.6232,1.2553
prefects,2,2,2,2,0.04,0.02,0.4771,0.4771
prefectural,3,1,3,1,0.06,0.01,0.6021,0.301
prefecture,17,5,17,5,0.33,0.06,1.2553,0.7782
prefer,1679,1311,1673,1310,32.92,15.63,3.2253,3.1179
preferable,47,46,47,46,0.92,0.55,1.6812,1.6721
Preferably,152,144,68,67,2.98,1.72,2.1847,2.1614
preference,119,99,116,96,2.33,1.18,2.0792,2
preferences,21,19,21,19,0.41,0.23,1.3424,1.301
preferential,20,13,18,13,0.39,0.15,1.3222,1.1461
preferentially,2,2,2,2,0.04,0.02,0.4771,0.4771
preferment,2,2,2,2,0.04,0.02,0.4771,0.4771
preferred,210,191,202,184,4.12,2.28,2.3243,2.2833
preferring,9,9,9,9,0.18,0.11,1,1
prefers,134,130,129,126,2.63,1.55,2.1303,2.1173
prefix,21,15,19,15,0.41,0.18,1.3424,1.2041
prefixes,2,2,2,2,0.04,0.02,0.4771,0.4771
preflight,5,5,5,5,0.1,0.06,0.7782,0.7782
prefrontal,2,2,2,2,0.04,0.02,0.4771,0.4771
pregame,6,6,6,6,0.12,0.07,0.8451,0.8451
preggers,4,3,2,2,0.08,0.04,0.699,0.6021
pregnancies,30,26,29,25,0.59,0.31,1.4914,1.4314
pregnancy,334,220,322,213,6.55,2.62,2.525,2.3444
pregnant,2653,1208,2558,1182,52.02,14.4,3.4239,3.0824
preheat,4,4,4,4,0.08,0.05,0.699,0.699
preheated,4,4,4,4,0.08,0.05,0.699,0.699
preheating,2,2,2,2,0.04,0.02,0.4771,0.4771
prehistoric,88,58,82,54,1.73,0.69,1.9494,1.7709
prehistorical,2,2,2,2,0.04,0.02,0.4771,0.4771
preindustrial,2,2,2,2,0.04,0.02,0.4771,0.4771
prejudged,3,3,3,3,0.06,0.04,0.6021,0.6021
prejudging,3,3,3,3,0.06,0.04,0.6021,0.6021
prejudice,163,132,144,122,3.2,1.57,2.2148,2.1239
prejudiced,95,78,94,78,1.86,0.93,1.9823,1.8976
prejudices,34,30,34,30,0.67,0.36,1.5441,1.4914
prejudicial,27,22,26,21,0.53,0.26,1.4472,1.3617
Prelaunch,8,5,3,3,0.16,0.06,0.9542,0.7782
prelaw,5,5,4,4,0.1,0.06,0.7782,0.7782
prelim,30,20,27,19,0.59,0.24,1.4914,1.3222
preliminaries,31,25,28,25,0.61,0.3,1.5051,1.415
preliminarily,3,3,3,3,0.06,0.04,0.6021,0.6021
preliminary,244,211,209,189,4.78,2.52,2.3892,2.3263
prelims,5,5,5,5,0.1,0.06,0.7782,0.7782
prelude,30,21,27,19,0.59,0.25,1.4914,1.3424
Prem,9,1,0,0,0.18,0.01,1,0.301
Preman,2,1,0,0,0.04,0.01,0.4771,0.301
premarital,33,25,31,24,0.65,0.3,1.5315,1.415
premature,177,159,160,146,3.47,1.9,2.2504,2.2041
prematurely,38,37,37,36,0.75,0.44,1.5911,1.5798
premed,37,25,33,22,0.73,0.3,1.5798,1.415
premeditated,56,50,52,46,1.1,0.6,1.7559,1.7076
premeditation,17,15,16,15,0.33,0.18,1.2553,1.2041
premenstrual,6,6,6,6,0.12,0.07,0.8451,0.8451
premier,127,74,75,57,2.49,0.88,2.1072,1.8751
premiere,189,105,177,99,3.71,1.25,2.2788,2.0253
premiered,6,4,6,4,0.12,0.05,0.8451,0.699
premieres,13,11,11,11,0.25,0.13,1.1461,1.0792
premiering,8,6,8,6,0.16,0.07,0.9542,0.8451
Premio,4,1,0,0,0.08,0.01,0.699,0.301
premise,61,50,53,47,1.2,0.6,1.7924,1.7076
premised,3,3,3,3,0.06,0.04,0.6021,0.6021
premises,259,222,258,222,5.08,2.65,2.415,2.3483
premium,88,71,75,63,1.73,0.85,1.9494,1.8573
premiums,22,18,22,18,0.43,0.21,1.3617,1.2788
premonition,189,93,184,93,3.71,1.11,2.2788,1.9731
premonitions,41,28,37,25,0.8,0.33,1.6232,1.4624
prenatal,31,30,29,28,0.61,0.36,1.5051,1.4914
prendre,2,1,2,1,0.04,0.01,0.4771,0.301
Prentice,42,5,2,1,0.82,0.06,1.6335,0.7782
prenup,52,19,52,19,1.02,0.23,1.7243,1.301
prenups,7,6,6,5,0.14,0.07,0.9031,0.8451
prenuptial,26,18,22,18,0.51,0.21,1.4314,1.2788
preoccupation,19,19,19,19,0.37,0.23,1.301,1.301
preoccupations,2,2,2,2,0.04,0.02,0.4771,0.4771
preoccupied,102,87,98,85,2,1.04,2.0128,1.9445
preoccupy,3,3,3,3,0.06,0.04,0.6021,0.6021
preordained,14,12,14,12,0.27,0.14,1.1761,1.1139
preordered,2,2,2,2,0.04,0.02,0.4771,0.4771
prep,385,295,266,219,7.55,3.52,2.5866,2.4713
prepackaged,3,3,3,3,0.06,0.04,0.6021,0.6021
prepaid,13,9,9,7,0.25,0.11,1.1461,1
preparation,206,183,180,164,4.04,2.18,2.316,2.2648
preparations,125,114,119,110,2.45,1.36,2.1004,2.0607
preparatory,15,14,12,11,0.29,0.17,1.2041,1.1761
prepare,1711,1193,1054,878,33.55,14.22,3.2335,3.077
prepared,1825,1390,1802,1383,35.78,16.57,3.2615,3.1433
preparedness,8,8,6,6,0.16,0.1,0.9542,0.9542
prepares,45,40,44,39,0.88,0.48,1.6628,1.6128
preparing,457,403,424,378,8.96,4.8,2.6609,2.6064
prepay,6,3,4,3,0.12,0.04,0.8451,0.6021
prepayment,4,3,4,3,0.08,0.04,0.699,0.6021
preperitoneal,2,2,2,2,0.04,0.02,0.4771,0.4771
preplanned,4,3,4,3,0.08,0.04,0.699,0.6021
preponderance,14,12,13,11,0.27,0.14,1.1761,1.1139
preposition,16,12,13,10,0.31,0.14,1.2304,1.1139
prepositional,2,2,2,2,0.04,0.02,0.4771,0.4771
prepositions,6,4,4,3,0.12,0.05,0.8451,0.699
prepossessed,3,1,3,1,0.06,0.01,0.6021,0.301
preposterous,155,143,129,122,3.04,1.7,2.1931,2.1584
preposterously,2,2,2,2,0.04,0.02,0.4771,0.4771
prepped,96,84,94,83,1.88,1,1.9868,1.9294
Preppie,41,15,1,1,0.8,0.18,1.6232,1.2041
preppies,8,8,4,4,0.16,0.1,0.9542,0.9542
prepping,56,51,55,50,1.1,0.61,1.7559,1.716
preppy,39,26,37,25,0.76,0.31,1.6021,1.4314
preproduction,3,3,2,2,0.06,0.04,0.6021,0.6021
preprogrammed,6,6,5,5,0.12,0.07,0.8451,0.8451
preps,2,2,1,1,0.04,0.02,0.4771,0.4771
prepubescent,8,8,6,6,0.16,0.1,0.9542,0.9542
prequel,3,3,3,3,0.06,0.04,0.6021,0.6021
prerecorded,12,11,10,9,0.24,0.13,1.1139,1.0792
preregistered,3,2,3,2,0.06,0.02,0.6021,0.4771
prerequisite,13,13,13,13,0.25,0.15,1.1461,1.1461
prerequisites,3,3,2,2,0.06,0.04,0.6021,0.6021
prerogative,67,60,67,60,1.31,0.72,1.8325,1.7853
prerogatives,6,4,6,4,0.12,0.05,0.8451,0.699
Pres,19,13,7,6,0.37,0.15,1.301,1.1461
presage,2,2,2,2,0.04,0.02,0.4771,0.4771
Presbyterian,55,39,4,3,1.08,0.46,1.7482,1.6021
Presbyterians,8,7,0,0,0.16,0.08,0.9542,0.9031
preschool,61,42,59,42,1.2,0.5,1.7924,1.6335
preschooler,2,2,1,1,0.04,0.02,0.4771,0.4771
preschoolers,2,2,2,2,0.04,0.02,0.4771,0.4771
preschools,6,6,6,6,0.12,0.07,0.8451,0.8451
prescience,2,2,2,2,0.04,0.02,0.4771,0.4771
prescient,4,4,4,4,0.08,0.05,0.699,0.699
prescribe,74,59,74,59,1.45,0.7,1.8751,1.7782
prescribed,114,97,113,96,2.24,1.16,2.0607,1.9912
prescribes,5,5,5,5,0.1,0.06,0.7782,0.7782
prescribing,24,16,24,16,0.47,0.19,1.3979,1.2304
prescription,376,273,361,265,7.37,3.25,2.5763,2.4378
prescriptions,77,69,76,69,1.51,0.82,1.8921,1.8451
Prescriptive,2,1,0,0,0.04,0.01,0.4771,0.301
preseason,7,2,7,2,0.14,0.02,0.9031,0.4771
preselected,3,1,3,1,0.06,0.01,0.6021,0.301
presell,3,2,3,2,0.06,0.02,0.6021,0.4771
presence,1064,861,1050,848,20.86,10.26,3.0273,2.9355
present,4562,2622,4340,2544,89.45,31.26,3.6593,3.4188
presentable,50,48,49,47,0.98,0.57,1.7076,1.6902
presentation,368,260,357,253,7.22,3.1,2.567,2.4166
presentations,21,18,20,17,0.41,0.21,1.3424,1.2788
presented,295,265,271,242,5.78,3.16,2.4713,2.4249
presenter,20,13,17,11,0.39,0.15,1.3222,1.1461
presenters,4,3,4,3,0.08,0.04,0.699,0.6021
presentiment,5,5,5,5,0.1,0.06,0.7782,0.7782
presenting,167,144,140,123,3.27,1.72,2.2253,2.1614
presently,115,99,98,87,2.25,1.18,2.0645,2
presents,973,615,826,537,19.08,7.33,2.9886,2.7896
preservation,55,44,34,34,1.08,0.52,1.7482,1.6532
preservative,10,9,10,9,0.2,0.11,1.0414,1
preservatives,13,12,12,11,0.25,0.14,1.1461,1.1139
preserve,287,233,261,219,5.63,2.78,2.4594,2.3692
preserved,97,88,92,84,1.9,1.05,1.9912,1.9494
preserver,14,13,14,13,0.27,0.15,1.1761,1.1461
preservers,5,5,5,5,0.1,0.06,0.7782,0.7782
preserves,39,33,38,32,0.76,0.39,1.6021,1.5315
preserving,46,41,41,40,0.9,0.49,1.6721,1.6232
preset,14,12,14,12,0.27,0.14,1.1761,1.1139
presets,9,7,8,7,0.18,0.08,1,0.9031
preshow,4,3,4,3,0.08,0.04,0.699,0.6021
preside,17,15,17,15,0.33,0.18,1.2553,1.2041
presided,15,12,14,11,0.29,0.14,1.2041,1.1139
presidency,125,93,112,82,2.45,1.11,2.1004,1.9731
President,7174,1551,3077,1103,140.67,18.49,3.8558,3.1909
Presidente,28,17,11,7,0.55,0.2,1.4624,1.2553
presidential,285,162,219,132,5.59,1.93,2.4564,2.2122
presidents,138,110,109,90,2.71,1.31,2.143,2.0453
presides,5,5,5,5,0.1,0.06,0.7782,0.7782
presiding,77,70,76,69,1.51,0.83,1.8921,1.8513
Presidio,13,8,1,1,0.25,0.1,1.1461,0.9542
presidium,2,2,1,1,0.04,0.02,0.4771,0.4771
Presley,73,46,0,0,1.43,0.55,1.8692,1.6721
presoak,3,3,3,3,0.06,0.04,0.6021,0.6021
presold,2,2,2,2,0.04,0.02,0.4771,0.4771
press,3070,1683,2707,1520,60.2,20.06,3.4873,3.2263
pressed,297,264,286,257,5.82,3.15,2.4742,2.4232
presser,2,2,1,1,0.04,0.02,0.4771,0.4771
presses,86,74,85,73,1.69,0.88,1.9395,1.8751
pressie,2,2,1,1,0.04,0.02,0.4771,0.4771
pressing,289,260,280,253,5.67,3.1,2.4624,2.4166
pressings,2,2,2,2,0.04,0.02,0.4771,0.4771
Pressly,4,2,0,0,0.08,0.02,0.699,0.4771
Pressman,9,7,0,0,0.18,0.08,1,0.9031
pressure,2709,1655,2509,1610,53.12,19.73,3.433,3.2191
pressured,45,42,44,42,0.88,0.5,1.6628,1.6335
pressures,73,65,72,64,1.43,0.77,1.8692,1.8195
pressuring,64,60,64,60,1.25,0.72,1.8129,1.7853
pressurised,5,5,3,3,0.1,0.06,0.7782,0.7782
pressurization,9,7,8,6,0.18,0.08,1,0.9031
pressurize,9,8,5,5,0.18,0.1,1,0.9542
pressurized,24,21,24,21,0.47,0.25,1.3979,1.3424
pressurizing,6,2,6,2,0.12,0.02,0.8451,0.4771
Prester,2,1,0,0,0.04,0.01,0.4771,0.301
prestidigitation,7,5,6,5,0.14,0.06,0.9031,0.7782
prestige,70,51,61,47,1.37,0.61,1.8513,1.716
prestigious,90,81,87,78,1.76,0.97,1.959,1.9138
presto,35,30,18,18,0.69,0.36,1.5563,1.4914
presumably,85,73,63,56,1.67,0.87,1.9345,1.8692
presume,415,362,412,361,8.14,4.32,2.6191,2.5599
presumed,61,58,55,52,1.2,0.69,1.7924,1.7709
presumes,7,7,7,7,0.14,0.08,0.9031,0.9031
presuming,24,22,20,18,0.47,0.26,1.3979,1.3617
presumption,38,29,37,29,0.75,0.35,1.5911,1.4771
presumptive,8,7,8,7,0.16,0.08,0.9542,0.9031
presumptuous,69,64,69,64,1.35,0.76,1.8451,1.8129
presuppose,5,5,5,5,0.1,0.06,0.7782,0.7782
presupposed,3,3,3,3,0.06,0.04,0.6021,0.6021
presupposes,5,5,5,5,0.1,0.06,0.7782,0.7782
presupposition,2,2,2,2,0.04,0.02,0.4771,0.4771
pret,2,2,2,2,0.04,0.02,0.4771,0.4771
Preta,2,2,0,0,0.04,0.02,0.4771,0.4771
pretax,3,3,3,3,0.06,0.04,0.6021,0.6021
preteen,9,8,9,8,0.18,0.1,1,0.9542
pretence,21,19,21,19,0.41,0.23,1.3424,1.301
pretences,16,14,16,14,0.31,0.17,1.2304,1.1761
pretend,2056,1565,1828,1417,40.31,18.66,3.3132,3.1948
pretended,243,227,239,224,4.76,2.71,2.3874,2.3579
pretender,94,37,54,35,1.84,0.44,1.9777,1.5798
pretenders,20,20,19,19,0.39,0.24,1.3222,1.3222
pretending,795,649,732,608,15.59,7.74,2.9009,2.8129
pretends,103,101,98,97,2.02,1.2,2.017,2.0086
pretense,44,42,44,42,0.86,0.5,1.6532,1.6335
pretenses,42,39,41,38,0.82,0.46,1.6335,1.6021
pretension,13,9,13,9,0.25,0.11,1.1461,1
pretensions,7,7,7,7,0.14,0.08,0.9031,0.9031
pretentious,97,84,90,80,1.9,1,1.9912,1.9294
pretentiousness,2,2,2,2,0.04,0.02,0.4771,0.4771
preternatural,10,8,10,8,0.2,0.1,1.0414,0.9542
pretext,65,52,65,52,1.27,0.62,1.8195,1.7243
pretexts,2,2,2,2,0.04,0.02,0.4771,0.4771
Pretoria,5,3,0,0,0.1,0.04,0.7782,0.6021
pretrial,12,12,12,12,0.24,0.14,1.1139,1.1139
prettied,7,7,7,7,0.14,0.08,0.9031,0.9031
prettier,239,214,232,207,4.69,2.55,2.3802,2.3324
pretties,9,9,9,9,0.18,0.11,1,1
prettiest,292,239,278,229,5.73,2.85,2.4669,2.3802
prettily,5,5,5,5,0.1,0.06,0.7782,0.7782
prettiness,3,3,3,3,0.06,0.04,0.6021,0.6021
pretty,20003,6344,17430,6076,392.22,75.63,4.3011,3.8024
prettying,4,4,3,3,0.08,0.05,0.699,0.699
pretzel,102,75,82,63,2,0.89,2.0128,1.8808
pretzels,114,81,99,67,2.24,0.97,2.0607,1.9138
prevail,107,94,106,93,2.1,1.12,2.0334,1.9777
prevailed,28,27,28,27,0.55,0.32,1.4624,1.4472
prevailing,28,27,26,26,0.55,0.32,1.4624,1.4472
prevails,26,21,26,21,0.51,0.25,1.4314,1.3424
prevalent,16,16,16,16,0.31,0.19,1.2304,1.2304
prevent,666,544,660,544,13.06,6.49,2.8241,2.7364
preventable,2,2,2,2,0.04,0.02,0.4771,0.4771
preventative,14,11,14,11,0.27,0.13,1.1761,1.0792
prevented,106,97,104,95,2.08,1.16,2.0294,1.9912
preventer,2,2,2,2,0.04,0.02,0.4771,0.4771
preventing,56,55,53,52,1.1,0.66,1.7559,1.7482
prevention,32,31,21,20,0.63,0.37,1.5185,1.5051
preventive,12,10,11,9,0.24,0.12,1.1139,1.0414
prevents,81,75,77,71,1.59,0.89,1.9138,1.8808
preview,73,63,69,59,1.43,0.75,1.8692,1.8062
previewed,4,3,4,3,0.08,0.04,0.699,0.6021
previews,14,14,14,14,0.27,0.17,1.1761,1.1761
previous,484,432,470,419,9.49,5.15,2.6857,2.6365
Previously,923,856,129,115,18.1,10.21,2.9657,2.933
prewar,6,5,5,4,0.12,0.06,0.8451,0.7782
prewashed,2,1,2,1,0.04,0.01,0.4771,0.301
prey,281,211,258,202,5.51,2.52,2.4502,2.3263
preyed,15,14,15,14,0.29,0.17,1.2041,1.1761
preying,25,24,23,22,0.49,0.29,1.415,1.3979
preys,13,12,12,12,0.25,0.14,1.1461,1.1139
Prf,8,3,0,0,0.16,0.04,0.9542,0.6021
Priam,20,4,0,0,0.39,0.05,1.3222,0.699
priapism,2,2,1,1,0.04,0.02,0.4771,0.4771
price,2722,1644,2375,1561,53.37,19.6,3.435,3.2162
priced,33,30,32,30,0.65,0.36,1.5315,1.4914
priceless,212,180,191,166,4.16,2.15,2.3284,2.2577
prices,376,305,349,290,7.37,3.64,2.5763,2.4857
pricey,32,31,29,28,0.63,0.37,1.5185,1.5051
pricier,2,2,2,2,0.04,0.02,0.4771,0.4771
pricing,14,13,14,13,0.27,0.15,1.1761,1.1461
prick,720,484,661,451,14.12,5.77,2.8579,2.6857
pricked,10,9,10,9,0.2,0.11,1.0414,1
prickers,3,3,3,3,0.06,0.04,0.6021,0.6021
pricking,11,11,11,11,0.22,0.13,1.0792,1.0792
prickly,29,27,28,26,0.57,0.32,1.4771,1.4472
pricks,74,64,71,63,1.45,0.76,1.8751,1.8129
pricy,4,4,4,4,0.08,0.05,0.699,0.699
pride,1411,936,1221,881,27.67,11.16,3.1498,2.9717
prided,13,13,13,13,0.25,0.15,1.1461,1.1461
prideful,5,5,5,5,0.1,0.06,0.7782,0.7782
prides,21,16,20,15,0.41,0.19,1.3424,1.2304
prie,2,2,2,2,0.04,0.02,0.4771,0.4771
pried,17,16,16,15,0.33,0.19,1.2553,1.2304
pries,4,4,4,4,0.08,0.05,0.699,0.699
priest,1336,522,1194,477,26.2,6.22,3.1261,2.7185
priestess,63,34,52,29,1.24,0.41,1.8062,1.5441
priestesses,12,7,9,6,0.24,0.08,1.1139,0.9031
priesthood,39,29,39,29,0.76,0.35,1.6021,1.4771
Priestly,25,4,4,3,0.49,0.05,1.415,0.699
priests,247,144,220,135,4.84,1.72,2.3945,2.1614
prig,20,10,16,10,0.39,0.12,1.3222,1.0414
priggish,5,5,5,5,0.1,0.06,0.7782,0.7782
prigs,2,2,1,1,0.04,0.02,0.4771,0.4771
Prill,2,1,0,0,0.04,0.01,0.4771,0.301
prim,19,18,17,16,0.37,0.21,1.301,1.2788
prima,93,62,54,48,1.82,0.74,1.9731,1.7993
primal,58,53,51,48,1.14,0.63,1.7709,1.7324
primaries,19,14,16,12,0.37,0.17,1.301,1.1761
primarily,105,96,92,84,2.06,1.14,2.0253,1.9868
primary,444,324,401,301,8.71,3.86,2.6484,2.5119
primate,35,27,29,23,0.69,0.32,1.5563,1.4472
primates,33,29,29,25,0.65,0.35,1.5315,1.4771
primatologist,2,2,2,2,0.04,0.02,0.4771,0.4771
Primavera,8,6,3,3,0.16,0.07,0.9542,0.8451
prime,933,546,586,436,18.29,6.51,2.9703,2.738
primed,38,36,36,36,0.75,0.43,1.5911,1.5682
primer,30,26,29,25,0.59,0.31,1.4914,1.4314
Primero,2,1,0,0,0.04,0.01,0.4771,0.301
primers,2,2,2,2,0.04,0.02,0.4771,0.4771
primes,8,5,7,4,0.16,0.06,0.9542,0.7782
primeval,15,15,14,14,0.29,0.18,1.2041,1.2041
priming,12,10,12,10,0.24,0.12,1.1139,1.0414
primitive,263,211,244,199,5.16,2.52,2.4216,2.3263
primitively,2,2,2,2,0.04,0.02,0.4771,0.4771
primitives,3,3,3,3,0.06,0.04,0.6021,0.6021
Primo,84,52,32,31,1.65,0.62,1.9294,1.7243
primordial,29,26,28,26,0.57,0.31,1.4771,1.4314
Primordium,2,1,0,0,0.04,0.01,0.4771,0.301
primos,2,2,1,1,0.04,0.02,0.4771,0.4771
primp,6,3,6,3,0.12,0.04,0.8451,0.6021
primped,2,2,1,1,0.04,0.02,0.4771,0.4771
primping,22,18,20,17,0.43,0.21,1.3617,1.2788
primrose,20,16,11,10,0.39,0.19,1.3222,1.2304
primroses,3,3,3,3,0.06,0.04,0.6021,0.6021
primus,4,3,2,1,0.08,0.04,0.699,0.6021
Prin,4,2,1,1,0.08,0.02,0.699,0.4771
Prince,2299,689,979,396,45.08,8.21,3.3617,2.8388
princeling,4,4,4,4,0.08,0.05,0.699,0.699
princely,6,6,5,5,0.12,0.07,0.8451,0.8451
princes,105,63,83,58,2.06,0.75,2.0253,1.8062
